Siruta,Localitate,Alimentara,Textila,Lemnului,ChimicaFarmaceutica,Metalurgica,ConstructiiMasini,CalculatoareElectronica,Mobila,Energetica
174156,Vladesti,1731.7604867114953,0.0,329.36087095741277,377.1261607428754,0.0,0.0,0.0,235.83157220621197,0.0
2130,Albac,0.0,0.0,1056.3809971777987,0.0,0.0,0.0,0.0,0.0,0.0
149584,Musenita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34903,Sintereag,288.3015786608601,188.69978225367447,47.989657049537286,0.0,0.0,0.0,0.0,0.0,0.0
157781,Moravita,0.0,0.0,0.8870431893687708,0.0,0.0,0.0,0.0,0.0,0.0
75864,Cavadinesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108632,Rona De Sus,214.6288503253796,298.563557483731,301.48937093275487,0.0,0.0,0.0,0.0,0.0,0.0
125016,Vanatori-Neamt,0.0,338.76043099495644,3212.7564190738194,0.0,0.0,907.1127922971115,0.0,0.0,0.0
165979,Stanilesti,0.0,337.53585514521336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67675,Hulubesti,29.457381099444103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133214,Filipestii De Targ,2618.348181054148,74.6386120782807,661.666586625045,0.0,0.0,0.0,6233.158842598151,0.0,0.0
18527,Rucar,2266.099537037037,0.0,1920.7405753968253,0.0,0.0,162.55340608465607,0.0,970.8973214285714,0.0
51305,Bania,1248.0446224256293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10346,Carand,0.0,0.0,91.8896551724138,0.0,0.0,0.0,0.0,0.0,0.0
59498,Sanmartin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43117,Frecatei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26742,Astileu,62.02579951625907,1241.7444235420585,14.902983069067455,0.0,0.0,0.0,0.0,0.0,332.9231389411448
84086,Ciumani,0.0,5.508894393154695,16547.180589957217,0.0,0.0,0.0,0.0,0.0,0.0
18554,Salatrucu,0.0,0.0,1169.4144589133364,0.0,0.0,0.0,0.0,0.0,0.0
108669,Rozavlea,402.8533916849015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116867,Galesti,665.729636711281,0.0,104.78087954110899,543.7284894837476,0.0,0.0,0.0,0.0,0.0
51332,Bautar,0.0,0.0,769.6117372716673,0.0,0.0,0.0,0.0,0.0,0.0
125061,Zanesti,0.0,5.989418850724402,20.96451245319876,0.0,0.0,0.0,0.0,11.753866189158392,0.0
10373,Cermei,0.0,0.0,153.53321167883212,0.0,0.0,0.0,0.0,0.0,0.0
141447,Hida,160.68347953216374,0.0,3162.0888157894738,22131.965277777777,0.0,0.0,146.01937134502924,0.0,0.0
84102,Carta,0.0,66.0269881252249,534.5966174883051,0.0,0.0,0.0,0.0,1841.5746671464556,0.0
157834,Mosnita Noua,1827.888401170524,2385.7051077414208,946.9741952646981,531.8967810587923,0.0,25.592976855546688,0.0,33.15416334131418,0.6650704974727321
174218,Voicesti,73.34771573604061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75917,Certesti,1.6373855120732723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18581,Sapata,659.2029520295202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149655,Ostra,0.0,0.0,1050.633186397985,0.0,0.0,0.0,0.0,0.0,0.0
67737,I. L. Caragiale,302.868281938326,0.0,13.82848751835536,0.0,0.0,282.6826725403818,0.0,0.0,0.0
108696,Ruscova,50.5908929206688,0.0,62.85467805051583,0.0,0.0,0.0,0.0,94.29580220562077,0.0
133278,Fantanele,428.36060754532093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100521,Municipiul Giurgiu,309.4422400694595,1511.384357137689,239.92321829100644,177.12818175240577,75.40324144417914,1080.7298169452283,101.49021054916432,276.5980030388539,1055.084784024311
34985,Teaca,2738.479687234404,0.0,451.7348291687914,0.0,0.0,0.0,0.0,380.75335713071564,0.0
108712,Satulung,179.69286557598247,473.30780907404284,15030.55894754596,0.0,1.0963062911114858,0.0,0.0,0.0,0.0
125098,Dochia,4.743449354712554,0.0,308.0809542432538,0.0,0.0,0.0,0.0,0.0,0.0
166057,Stefan Cel Mare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43180,Galbenu,302.4313230186296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.40953583833283
174254,Voineasa,345.9584929757344,0.0,6631.247765006386,0.0,0.0,725.9661558109834,0.0,0.0,0.0
75953,Corod,202.16754872854008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125105,Ruginoasa,0.0,0.0,0.0,196.89248434237996,0.0,0.0,0.0,0.0,0.0
149682,Panaci,0.0,0.0,1045.7537053182214,0.0,0.0,0.0,0.0,0.0,0.0
10417,Chisindia,0.0,0.0,1395.549734244495,0.0,0.0,0.0,0.0,0.0,0.0
26804,Municipiul Beius,968.9388341901193,2639.861113531411,412.67169120850394,0.0,0.0,163.72719351746971,0.0,88.4719003223839,0.0
84148,Corbu,1364.2928475033739,0.0,908.5202429149798,0.0,0.0,0.0,0.0,0.0,0.0
51387,Berliste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125114,Ghindaoani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67773,Lucieni,420.9229491863168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59586,Sanpaul,174.12934447866257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125123,Valeni,250.64281067013664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100549,Slobozia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157898,Nadrag,0.0,0.0,670.0177899418405,0.0,0.0,0.0,0.0,8.95244611700308,0.0
116938,Ganesti,11.84235100247185,0.0,0.0,0.0,0.0,0.0,0.0,117.70420214226861,0.0
125132,Draganesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84175,Corund,70.87227509978509,0.0,272.9074301504452,32.49877187595947,0.0,0.0,0.0,0.0,0.0
133330,Floresti,18.71231314922726,0.0,0.0,0.0,75.37598175829744,5618.064606029896,0.0,0.0,0.0
174290,Zatreni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125141,Pancesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10453,Conop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26840,Oras Stei,39844.585956416464,2645.6680118375034,654.39332795265,0.0,37.59712133440947,272.70446596717784,0.0,0.0,0.0
141535,Horoatu Crasnei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125150,Gadinti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100576,Oras Buftea,14231.618443048841,395.3258482808476,2252.271992048073,0.03546740161749424,130.51380291871865,0.0,0.0,0.0,4.555776442416302
157923,Nitchidorf,87.18344252531269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76004,Corni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.215878679750226,0.0
43242,Gemenele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18670,Schitu Golesti,0.0,43.69339901477832,0.0,0.0,110.84866995073892,8683.812413793103,0.0,0.0,0.0
35054,Telciu,97.02745098039216,0.0,2996.924836601307,0.0,0.0,0.0,0.0,0.0,0.0
125169,Negresti,0.1043571812802582,0.0,5.044647660032275,0.0,0.0,0.0,0.0,337.80527165142547,0.0
116983,Gheorghe Doja,483.959793814433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51449,Berzasca,0.0,253.82611832611832,19.21284271284271,0.0,0.0,0.0,0.0,0.0,0.0
67835,Ludesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108794,Sacalaseni,6.615183246073299,0.0,82.25610820244329,10.450698080279231,0.0,0.0,0.0,231.37434554973822,0.0
125178,Boghicea,0.0,229.07695223654284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149753,Paltinoasa,309.2438943346071,0.0,849.1309187572687,0.0,0.0,0.0,0.0,0.0,0.0
166137,Suletea,167.94409415720892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26877,Municipiul Marghita,14.491179048871357,5770.73537146614,2.237234275695814,1.2566841989918913,0.0,114.32084155161078,0.0,357.7279202279202,0.0
100610,Municipiul Oltenita,1013.5781040446108,594.133196865956,81.6736076798193,169.92436648549446,2205.5178584033315,3679.998058869203,0.0,0.8612620879508718,119.02685819157196
2309,Almasu Mare,0.0,0.0,2048.5143745143746,0.0,0.0,0.0,0.0,0.0,0.0
59657,Suatu,166.1127098321343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76040,Cosmesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84237,Danesti,21.618403247631935,295.8159675236806,1304.0297699594046,0.0,0.0,0.0,0.0,0.0,0.0
141580,Ileanda,1470.0518092105262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43279,Gradistea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133394,Fulga,267.30496019595836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10514,Covasint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35090,Tiha Bargaului,0.0,0.0,1557.1046056592413,0.0,0.0,0.0,375.9044250451535,0.0,0.0
157969,Ohaba Lunga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149780,Partestii De Jos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100638,Mitreni,4.702683448112087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10532,Craiva,143.39558163617536,0.0,141.29927511218503,0.0,0.0,0.0,0.0,0.0,0.0
166182,Tanacu,0.0,0.0,59.838306063522616,0.0,0.0,0.0,0.0,0.0,0.0
26920,Oras Nucet,156.81980290943218,0.0,187.63022055373065,0.0,0.0,0.0,0.0,0.0,0.0
84264,Dealu,901.2990745250852,0.0,4483.28105211885,0.0,0.0,0.0,0.0,0.0,0.0
51500,Berzovia,23242.653553299493,0.0,92.80837563451777,0.0,0.0,0.0,0.0,0.0,0.0
59693,Tritenii De Jos,1.8144286018301767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43313,Gropeni,0.0,30.545827232796487,15.147291361639825,0.0,0.0,0.0,0.0,0.0,0.0
117042,Ghindari,0.0,0.0,682.6272485992332,0.0,0.0,0.0,0.0,0.0,0.0
18741,Slobozia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133429,Gherghita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158010,Ortisoara,10.275419116046157,3036.4983670803394,54.665360330938384,104.16655780535598,0.0,0.0,0.0,0.0,4.2688874374047465
43331,Oras Ianca,10055.450446388313,28.063847055640725,3.7514654161781946,0.0,0.0,0.0,0.0,14.392190459013436,0.0
67906,Lunguletu,91.2566660620352,0.0,0.0,33.62760747324506,0.0,0.0,0.0,362.70233992381645,3.787411572646472
100683,Municipiul Urziceni,8138.6719044626025,16583.78675504257,1.0450831381063939,0.0,0.0,340.904405462545,563.308839494886,72.54391177646991,1453.2984400891378
108874,Sacel,55.180097505018644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149833,Patrauti,0.0,40.062256086229326,37.110388403642446,0.0,0.0,0.0,0.0,0.0,0.0
2381,Arieseni,0.0,0.0,51.87108013937282,0.0,0.0,0.0,0.0,0.0,0.0
76111,Costache Negri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35152,Tarlisua,0.0,0.06762589928057554,1.669064748201439,0.0,0.0,0.0,0.0,0.0,0.0
149851,Poiana Stampei,0.0,0.0,6021.504117902037,0.0,0.0,0.0,0.0,0.0,0.0
166235,Tacuta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18778,Stalpeni,0.0,0.0,17.81767515923567,0.0,0.0,0.0,0.0,4.139729299363057,0.0
51546,Bolvasnita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108892,Oras Salistea De Sus,53.588795954094536,0.0,3009.9727679439798,0.0,0.0,0.0,0.0,0.0,40.68527523828049
26975,Municipiul Salonta,2578.49358280501,788.243492603474,5501.1085511056135,0.0,0.0,2352.426679037163,0.0,10235.825730632441,822.292149889181
100709,Ciocarlia,0.0,0.0,0.0,0.0,0.0,295.77464788732397,0.0,0.0,0.0
67942,Malu Cu Flori,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76139,Cuca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158065,Peciu Nou,339.4108794197643,67.66582048957389,80.68594741613781,0.0,0.0,0.0,0.0,0.0,0.0
59764,Tureni,2017.4411633109619,0.0,0.0,0.0,0.0,30.580313199105145,0.0,0.0,0.0
51573,Bozovici,135.65564009262323,0.0,8392.14985114125,0.0,0.0,0.0,0.0,0.0,0.0
108918,Salsig,2981.794902912621,0.0,0.0,0.0,0.0,0.0,0.0,1014.5989077669902,0.0
117113,Glodeni,43.034731498797754,0.0,3316.2479294683408,0.0,0.0,0.0,0.0,0.0,0.0
84344,Ditrau,0.0,160.86803320345587,2307.551245129595,0.0,0.0,0.0,0.0,0.0,0.0
76157,Cudalbi,19.624213011542498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27007,Oras Vascau,1154.1889666529437,26.25319061342116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100736,Manasia,52.416791283913696,28.869685964537492,0.0,0.0,0.0,0.0,0.0,25.10895107882931,0.0
133508,Gorgota,1010.7804546337672,129.28735185544977,221.6609675539149,0.0,0.0,0.0,0.0,0.0,0.0
76175,Draguseni,0.0,51.72876431379252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108945,Sapanta,0.0,0.0,276.4550031466331,0.0,0.0,0.0,0.0,0.0,0.0
43411,Oras Insuratei,29.911805945036456,0.0,0.809730790802019,0.0,0.0,0.0,0.0,0.0,0.0
100754,Adancata,57.06750202101859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92569,Municipiul Calarasi,3440.3777449025533,1334.5298771467164,3354.3369010098413,0.0,3620.080530005789,3.6601916768508396,1.6654274136489355,32.33086769151605,12.509808966360069
141722,Ip,738.7903780068729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10649,Dezna,0.0,0.0,32.8698175787728,0.0,0.0,0.0,0.0,2.041459369817579,0.0
84380,Darjiu,68.23199251637044,84.911131898971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158109,Periam,3450.24905959216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108963,Oras Seini,1461.4401874023945,468.66361270171785,2766.562831858407,0.0,0.0,0.0,0.0,6.7062988027069235,0.0
125347,Municipiul Slatina,836.8863735770099,1593.5212488030925,108.13733996902818,189.64883619211992,40381.60704786448,1038.8721525421724,0.0,89.9528802619602,2.22294988947076
174496,Titesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68002,Manesti,0.0,34.46828894424219,0.0,0.0,0.0,0.0,0.0,5.270549913776586,0.0
174502,Diculesti,12.352032938754503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149931,Pojorata,1079.0907881609578,0.0,2713.438643165946,0.0,0.0,0.0,0.0,2.2470901230462257,0.0
166315,Tatarani,0.0,9.537668161434977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18858,Stoenesti,0.0,87.58165938864629,2049.447161572052,0.0,0.0,0.0,0.0,0.0,0.0
92587,Modelu,5.898810647536341,4.431753822918633,19.570322824240137,0.0,0.0,0.0,0.0,16.657164432697755,0.0
51626,Brebu,0.0,5.194805194805195,0.0,0.0,0.0,0.0,0.0,889.1688311688312,0.0
100781,Adunatii-Copaceni,1058.4954427083333,17.949055989583332,0.0,0.0,0.0,0.0,0.0,3.6697591145833335,90.01025390625
174511,Lacusteni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59826,Taga,1315.6644700713894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117177,Gornesti,59.20575414123801,48.2153443766347,464.6496948561465,0.0,0.0,0.0,0.0,456.0959023539669,0.0
133562,Gornet,4879.062349293834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158136,Pietroasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174520,Mitrofani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27070,Abram,0.0,0.0,4605.534726688103,0.0,0.0,5.936334405144694,0.0,0.0,0.0
84415,Frumoasa,54.100422832980975,0.08535940803382663,650.5850951374207,0.0,0.0,0.0,0.0,13.515591966173362,0.0
125374,Slatioara,2541.2412659268393,417.4669132757912,99.6761200164406,4307.163995067817,1553.1085080147966,0.0,0.0,0.0,0.0
35269,Uriu,162.9493943472409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43466,Jirlau,2486.502943910753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109005,Stramtura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10701,Dieci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51662,Brebu Nou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68048,Matasaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149968,Preutesti,0.0,0.0,32.73260227752004,0.0,0.0,0.0,0.0,0.0,0.0
141786,Letca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76255,Fartanesti,99.49703122007278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100834,Afumati,29906.06392117231,11019.784108135422,46.32175341081354,3.370389085396665,0.0,2714.341081354219,47.0266548762001,0.0,772.2809499747348
43493,Marasu,7.612858624265469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158181,Pischia,1929.1280332056194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59880,Unguras,73.49397150164414,0.0,0.0,0.0,0.0,12.952137376689807,0.0,0.0,0.0
125418,Oras Bals,1022.2181157368074,173.069432644199,181.746341923912,53.17983574058341,328.7084395355423,4854.456622297744,0.0,70.24388747285944,-25.96053997923157
84460,Galautas,0.0,0.0,207.55520127540854,0.0,0.0,0.0,0.0,0.0,0.0
133615,Gornet-Cricov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35312,Urmenis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109041,Suciu De Sus,565.1262764632628,0.0,478.2689912826899,0.0,0.0,0.0,0.0,0.0,0.0
51699,Buchin,0.0,0.0,24135.441986234022,0.0,0.0,229321.93854473942,0.0,0.0,0.0
92658,Municipiul Slobozia,21920.748197375604,88.0677560856223,89.915940282772,1310.6228326147937,0.0,1.4542425212267258,19.739047762486585,328.28892821507236,0.0
100852,Alexeni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18938,Stolnici,94.47553816046967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76282,Foltesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100870,Armasesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10765,Ususau,0.0,0.0,105.94366197183099,0.0,0.0,0.0,0.0,0.0,0.0
166413,Todiresti,0.0,0.0,683.7780756627942,0.0,0.0,0.0,0.0,0.0,0.0
2577,Avram Iancu,0.0,0.0,784.0711538461538,0.0,0.0,0.0,0.0,0.0,0.0
150043,Putna,0.0,0.0,1149.093806219481,0.0,0.0,0.0,0.0,0.0,0.0
117275,Grebenisu De Campie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76317,Frumusita,3.2047003946896306,0.0,0.0,0.0,0.0,101.64334409759599,0.0,0.0,0.0
92701,Municipiul Fetesti,87.62342625899281,369.44441321942446,62.331384892086334,0.0,0.0,24.558340827338128,2.8995616007194243,65.42412320143885,9.056233138489208
27169,Abramut,265.2908163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68128,Mogosani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125472,Municipiul Caracal,3748.124602633969,3494.407952997275,6.50797570390554,0.0,0.0,0.0,0.0,42.01754087193461,0.15951407811080837
158243,Racovita,31.749309392265193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59942,Vad,499.1391905231984,4.70187561697927,0.0,0.0,0.0,30.323790720631788,0.0,0.0,0.0
51751,Bucosnita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109096,Sisesti,0.0,0.0,105.36027121128825,0.0,0.0,0.0,0.0,0.0,0.0
43563,Maxineni,119.96497272466264,5910.524834912432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125490,Draghiceni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150070,Radaseni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.719791912981792,0.0
100923,Axintele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133688,Gura Vadului,14911.171466548516,0.0,0.0,0.0,0.0,1413.0850686752326,0.0,18.70048737261852,0.0
141884,Lozna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19007,Suseni,77.69481578089338,0.0,11.419954352787741,0.0,0.0,0.0,0.0,0.0,0.0
76353,Fundeni,88.31568176004093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117319,Gurghiu,1481.329581993569,29.997106109324758,247.3951768488746,0.0,0.0,0.0,0.0,363.49710610932476,34.81688102893891
10827,Felnac,0.0,28.163219853643017,0.0,0.0,0.0,0.0,0.0,468.1902640789055,0.0
27212,Auseu,107.61133467471495,517.6539235412475,50.94332662642522,0.0,0.0,0.0,0.0,0.0,0.0
84558,Joseni,2.3901183736489964,360.0372276548293,5169.493051981472,0.0,0.0,0.0,213.02487562189054,0.0,0.0
68182,Moroeni,242.76894747044,0.0,0.0,0.0,0.0,0.0,0.0,1.5506881178522969,0.0
133722,Iordacheanu,0.0,0.0,2.3680775685250794,0.0,0.0,0.0,0.0,2.7969420100689915,0.0
51804,Carasova,0.0,0.0,168.09845430107526,0.0,0.0,20.81418010752688,0.0,0.0,0.0
92765,Oras Tandarei,5204.84445621469,0.0,0.0,0.1033427495291902,9.189912900188324,0.0,0.0,0.0,0.0
150114,Rasca,0.0,0.0,2870.0054179566564,0.0,0.0,0.0,0.0,100.98335913312694,0.0
35429,Zagra,99.95788307010253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125542,Oras Corabia,26.19157906263688,293.1288326763031,0.0,0.10950503723171266,0.0,0.0,0.0,9.330978975032851,0.0
100969,Balotesti,1600.306957047792,2358.238112522686,242.85420447670901,0.0,0.0,0.0,0.0,8588.012583182093,0.0
158314,Oras Recas,12438.840403191936,61.669361612767744,6.533179336413272,36.066778664426714,0.0,0.0,1193.8656026879462,10.537484250314995,0.0
43625,Mircea Voda,3.485387164808677,0.0,0.0,0.0,0.0,0.0,0.0,1.8156071105754745,0.0
92783,Albesti,56.921996879875195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84594,Lazarea,0.0,0.0,1557.5387607668797,0.0,144.06418449569324,0.0,0.0,3.249513753820506,0.0
76406,Ghidigeni,0.0,0.0,1.6249271986022131,0.0,0.0,0.0,0.0,0.0,0.0
10872,Ghioroc,1063.570029382958,318.6388344760039,43.85137120470127,0.0,0.0,1763.5129774730656,0.0,0.0,0.0
141946,Marca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109176,Oras Somcuta Mare,768.7858482310289,112.69896237029629,1456.163520440055,0.0,0.0,13.970371296412052,0.0,0.0,0.0
60026,Valea Ierii,0.0,0.0,33.948772678762005,0.0,0.0,0.0,0.0,0.0,0.0
51840,Carbunari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166529,Tutova,9.652867060941116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43652,Movila Miresii,301.47476901208245,742.20942904525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101001,Baneasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.090214988949167
84629,Lueta,125.52173913043478,0.0,1658.0105320010803,0.0,0.0,0.0,0.0,0.0,0.0
27285,Avram Iancu,194.56363636363636,218.26782106782107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125588,Garcov,0.0,0.0,12.696752425137072,0.0,0.0,0.0,0.0,0.0,0.0
174744,Municipiul Focsani,1148.9493299743845,5985.370990960476,490.80180790482035,4.546012659567712,0.0,4.808158858521922,20.745665474098693,30.363740288333297,511.5848169866842
68253,Morteni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60062,Viisoara,51.03900650108351,22.893148858143025,0.13335555925987663,0.0,0.0,403.672612102017,0.0,0.0,0.0
150178,Sadova,166.811004784689,0.0,8055.791068580542,0.0,0.0,0.0,0.0,0.0,0.0
133795,Izvoarele,67.12623392162727,0.0,1756.0113670355968,495.21058929105595,0.0,0.0,0.0,0.0,0.0
10916,Graniceri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51877,Constantin Daicoviciu,4396.756185012549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92836,Oras Amara,681.6768307923019,331.0471132216946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19114,Stefan Cel Mare,5373.468076109936,0.0,898.6862579281184,0.0,0.0,0.0,0.0,0.0,0.0
84656,Lunca De Jos,1655.182731277533,0.0,3026.5631718061672,0.0,0.0,0.0,0.0,0.0,0.0
43698,Racovita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117426,Hodac,15.127882193373377,0.0,2249.4543693082737,0.0,0.0,0.0,0.0,0.0,0.0
142006,Maeriste,0.0,0.0,54.19731543624161,0.0,0.0,94.82818791946309,0.0,0.0,0.0
150196,Satu Mare,49.34048547897703,0.0,537.6421759861291,0.0,0.0,0.0,0.0,0.0,0.0
125622,Oras Draganesti-Olt,25.533261267254282,0.19956760352569433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68280,Nucet,0.0,0.0,541.8070011668611,0.0,0.0,0.0,0.0,216.09824970828473,0.0
158396,Remetea Mare,6238.425184609406,4106.082782743879,56.85853089778469,40.292265837543724,0.0,49047.16129032258,0.0,52.164010882238635,0.0
174780,Campineanca,115.232859636001,0.0,1.1368735976065818,0.0,0.0,61.66716529543755,0.0,1.882323610072301,0.0
10943,Gurahont,2253.8476923076923,149.0805128205128,1.7148717948717949,0.0,0.0,0.0,0.0,19.647435897435898,0.0
27329,Balc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101056,Barcanesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60099,Vultureni,0.0,0.0,0.0,9.308705193855157,0.0,0.0,0.0,15.46452084857352,0.0
19141,Suici,81.18767849857201,0.0,79.5593635250918,0.0,0.0,0.0,0.0,0.0,0.0
92872,Andrasesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150221,Siminicea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76497,Gohor,783.3972401644157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
