,u1,u2,u3,u4
consPorc,0.507981737944581,0.7240197501251273,-0.5046511298169919,0.24937604019306647
consVita,-0.4874050239530229,-0.06889366723764044,-0.5870142597339649,0.5791164411576564
consumOaieSiCapra,-0.7250743855993107,0.7073674386246618,0.23495542225647909,-0.09940904014822582
consPasareDeCurte,0.07114661950366084,0.00037019608635479516,0.5889148333854993,0.7697750196618017
