,z1,z2,z3,z4
prodPorc,0.7049893533780133,1.2089667759231868,-0.7656356662562901,0.3774525647026042
prodVite,-0.3194776986153546,0.4416864454457177,-0.7470641778800738,0.5984737505309321
prodOaieSiCapra,-1.1787691114631118,1.1188321172545912,0.396340502688189,0.33342302313073297
prodPasareDeCurte,0.004608769900656669,0.7910814161215707,0.07909920862826919,0.6230472044486142
